feature,importance,fold
PREV_AMT_DOWN_PAYMENT_SUM,0.24435629228336767,1
PREV_AMT_GOODS_PRICE_MIN,0.30324095823332176,1
PREV_AMT_GOODS_PRICE_MAX,0.0725557538513612,1
PREV_AMT_GOODS_PRICE_MEAN,0.20960653608001686,1
PREV_AMT_GOODS_PRICE_SUM,0.0403861996460019,1
PREV_CREDIT_TO_GOODS_RATIO_MIN,0.2542312035413602,1
PREV_CREDIT_TO_GOODS_RATIO_MAX,0.8552113805904702,1
PREV_CREDIT_TO_GOODS_RATIO_MEAN,0.4005942082234231,1
PREV_CREDIT_TO_GOODS_RATIO_VAR,0.2707631092488921,1
PREV_HOUR_APPR_PROCESS_START_MIN,0.1365438224329606,1
PREV_HOUR_APPR_PROCESS_START_MAX,0.16931206579109367,1
PREV_HOUR_APPR_PROCESS_START_MEAN,0.46826060312241796,1
PREV_DAYS_DECISION_MIN,0.27947207871579643,1
PREV_DAYS_DECISION_MAX,0.3762762538229314,1
PREV_DAYS_DECISION_MEAN,0.23871655795107086,1
PREV_CNT_PAYMENT_MIN,0.06479695984238534,1
PREV_CNT_PAYMENT_MAX,0.18919974767515033,1
PREV_CNT_PAYMENT_MEAN,0.5008406774924207,1
PREV_CNT_PAYMENT_SUM,0.20316233284204893,1
REFUSED_SK_ID_PREV_NUNIQUE,0.32427992894389834,1
REFUSED_SK_ID_PREV_COUNT,0.21913572174387322,1
REFUSED_AMT_CREDIT_MIN,0.2302044521716152,1
REFUSED_AMT_CREDIT_MAX,0.1623988974045224,1
REFUSED_AMT_CREDIT_MEAN,0.12717775042693633,1
REFUSED_AMT_CREDIT_SUM,0.21037846364680118,1
REFUSED_AMT_APPLICATION_MIN,0.09599218590859271,1
REFUSED_AMT_APPLICATION_MAX,0.16560970923902538,1
REFUSED_AMT_APPLICATION_MEAN,0.12646320811691097,1
REFUSED_AMT_APPLICATION_SUM,0.294050430290017,1
POS_SK_ID_PREV_NUNIQUE,0.10678803933454382,1
POS_SK_ID_PREV_COUNT,0.25929047091890184,1
POS_MONTHS_BALANCE_MIN,0.3602666063604764,1
POS_MONTHS_BALANCE_MAX,0.47245010163335716,1
POS_MONTHS_BALANCE_MEAN,0.4165995820233457,1
POS_MONTHS_BALANCE_SIZE,0.18140536292896017,1
POS_CNT_INSTALMENT_MIN,0.06903704876039514,1
POS_CNT_INSTALMENT_MAX,0.19641651973133187,1
POS_CNT_INSTALMENT_MEAN,0.2132990300336041,1
POS_CNT_INSTALMENT_SUM,0.2014325314682323,1
POS_CNT_INSTALMENT_FUTURE_MIN,0.05556388987631414,1
POS_CNT_INSTALMENT_FUTURE_MAX,0.21229574809065577,1
POS_CNT_INSTALMENT_FUTURE_MEAN,0.7200392617701171,1
POS_CNT_INSTALMENT_FUTURE_SUM,0.12099744454027378,1
POS_SK_DPD_MAX,0.05501823517303171,1
POS_SK_DPD_MEAN,0.1924664239407028,1
POS_SK_DPD_SUM,0.11947012003018963,1
POS_SK_DPD_DEF_MAX,0.1001300055948789,1
POS_SK_DPD_DEF_MEAN,0.33460708572711034,1
POS_SK_DPD_DEF_SUM,0.12984087887592874,1
POS_LATEST_SK_ID_PREV_COUNT,0.12232233444488669,1
POS_LATEST_CNT_INSTALMENT_MIN,0.1007364640063394,1
POS_LATEST_CNT_INSTALMENT_MAX,0.13091292505447824,1
POS_LATEST_CNT_INSTALMENT_MEAN,0.2669525173167897,1
POS_LATEST_CNT_INSTALMENT_SUM,0.16976593675600238,1
POS_LATEST_CNT_INSTALMENT_FUTURE_MIN,0.0,1
POS_LATEST_CNT_INSTALMENT_FUTURE_MAX,0.42653561847018046,1
POS_LATEST_CNT_INSTALMENT_FUTURE_MEAN,0.5192625529348038,1
POS_LATEST_CNT_INSTALMENT_FUTURE_SUM,0.4293488110071684,1
POS_LATEST_SK_DPD_MAX,0.07401247592113243,1
POS_LATEST_SK_DPD_MEAN,0.17153658904695945,1
POS_LATEST_SK_DPD_DEF_MAX,0.033651228927662626,1
POS_LATEST_SK_DPD_DEF_MEAN,0.08265993224080921,1
INST_SK_ID_PREV_NUNIQUE,0.10893229386743088,1
INST_SK_ID_PREV_COUNT,0.35781367635522837,1
INST_NUM_INSTALMENT_VERSION_NUNIQUE,0.15660129138762138,1
INST_NUM_INSTALMENT_VERSION_MAX,0.10048079876194245,1
INST_DAYS_INSTALMENT_MIN,0.3120726200350448,1
INST_DAYS_INSTALMENT_MAX,0.4060797380089565,1
INST_DAYS_INSTALMENT_MEAN,0.14088079193584532,1
INST_DAYS_ENTRY_PAYMENT_MIN,0.2635598792791814,1
INST_DAYS_ENTRY_PAYMENT_MAX,0.5793255806957579,1
INST_DAYS_ENTRY_PAYMENT_MEAN,0.23405591581650267,1
INST_AMT_INSTALMENT_MIN,0.43394317166664587,1
INST_AMT_INSTALMENT_MAX,0.5818546720191703,1
INST_AMT_INSTALMENT_MEAN,0.29738110183523525,1
INST_AMT_INSTALMENT_SUM,0.42618154798595004,1
INST_AMT_PAYMENT_MIN,0.2742291588865061,1
INST_AMT_PAYMENT_MAX,0.3170418508578238,1
INST_AMT_PAYMENT_MEAN,0.3217048509077188,1
INST_AMT_PAYMENT_SUM,0.8769783777855914,1
INST_PAYMENT_RATIO_MIN,0.2109447145129246,1
INST_PAYMENT_RATIO_MAX,0.055183824732697395,1
INST_PAYMENT_RATIO_MEAN,0.33876735792663093,1
INST_PAYMENT_RATIO_VAR,0.18990975664574203,1
INST_PAYMENT_DIFF_MIN,0.11737929917318705,1
INST_PAYMENT_DIFF_MAX,0.126550001873882,1
INST_PAYMENT_DIFF_MEAN,0.6187605558620831,1
INST_PAYMENT_DIFF_SUM,0.305447133786435,1
INST_DAYS_LATE_MAX,0.2396825606777938,1
INST_DAYS_LATE_MEAN,0.7197875091949935,1
INST_DAYS_LATE_SUM,0.1525206954870775,1
INST_DAYS_EARLY_MAX,0.40485647653485785,1
INST_DAYS_EARLY_MEAN,0.31843136043022097,1
INST_DAYS_EARLY_SUM,0.4533643871346787,1
LATE_SK_ID_PREV_NUNIQUE,0.2219007831580432,1
LATE_SK_ID_PREV_COUNT,0.15104146020492049,1
LATE_DAYS_LATE_MAX,0.04651545739612621,1
LATE_DAYS_LATE_MEAN,0.3246968200890421,1
LATE_DAYS_LATE_SUM,0.038361630115255854,1
LATE_AMT_PAYMENT_MIN,0.401385983728122,1
LATE_AMT_PAYMENT_MAX,0.3901376344866018,1
LATE_AMT_PAYMENT_MEAN,0.4214521611424794,1
LATE_AMT_PAYMENT_SUM,0.3541324427709436,1
CC_SK_ID_PREV_NUNIQUE,0.008977952781861878,1
CC_SK_ID_PREV_COUNT,0.023470512124794,1
CC_MONTHS_BALANCE_MIN,0.02685036754061524,1
CC_MONTHS_BALANCE_MAX,0.021039898427892875,1
